time,spatialGroup,siteType,chargerType,chargingLoad,numPlugged
46.25,Alameda,Residential,j-1772-2,13.4,4
46.25,Alameda,Non-Residential,j-1772-2,0.0,1
46.25,Marin,Residential,j-1772-2,13.400000000000002,5
46.25,Marin,Non-Residential,j-1772-2,0.0,4
46.25,San Mateo,Residential,j-1772-2,80.29999999999998,69
46.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
46.25,Contra Costa,Residential,j-1772-2,0.0,1
46.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
46.5,Santa Clara,Residential,j-1772-2,6.700000000000002,10
46.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
46.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
46.5,San Francisco,Non-Residential,chademo,0.0,0
46.5,San Francisco,Non-Residential,j-1772-2,0.0,0
46.5,Alameda,Residential,j-1772-2,13.4,4
46.5,Alameda,Non-Residential,j-1772-2,0.0,1
46.5,Marin,Residential,j-1772-2,13.400000000000002,5
46.5,Marin,Non-Residential,j-1772-2,0.0,4
46.5,San Mateo,Residential,j-1772-2,100.29999999999998,72
46.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
46.5,Contra Costa,Residential,j-1772-2,0.0,1
46.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
46.75,Santa Clara,Residential,j-1772-2,6.700000000000002,10
46.75,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,14
46.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
46.75,San Francisco,Non-Residential,chademo,0.0,0
46.75,San Francisco,Non-Residential,j-1772-2,0.0,0
46.75,Alameda,Residential,j-1772-2,13.4,4
46.75,Alameda,Non-Residential,j-1772-2,0.0,1
46.75,Marin,Residential,j-1772-2,6.700000000000002,4
46.75,Marin,Non-Residential,j-1772-2,0.0,4
46.75,San Mateo,Residential,j-1772-2,100.19999999999997,76
46.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
46.75,Contra Costa,Residential,j-1772-2,0.0,1
46.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
47.0,Santa Clara,Residential,j-1772-2,6.700000000000002,10
47.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,14
47.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
47.0,San Francisco,Non-Residential,chademo,0.0,0
47.0,San Francisco,Non-Residential,j-1772-2,0.0,0
47.0,Alameda,Residential,j-1772-2,13.4,4
47.0,Alameda,Non-Residential,j-1772-2,0.0,1
47.0,Marin,Residential,j-1772-2,6.700000000000002,4
47.0,Marin,Non-Residential,j-1772-2,0.0,4
47.0,San Mateo,Residential,j-1772-2,100.19999999999997,78
47.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
47.0,Contra Costa,Residential,j-1772-2,0.0,1
47.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
47.25,Santa Clara,Residential,j-1772-2,6.700000000000002,10
47.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,14
47.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
47.25,San Francisco,Non-Residential,chademo,0.0,0
47.25,San Francisco,Non-Residential,j-1772-2,0.0,0
47.25,Alameda,Residential,j-1772-2,13.4,4
47.25,Alameda,Non-Residential,j-1772-2,0.0,1
47.25,Marin,Residential,j-1772-2,6.700000000000002,4
47.25,Marin,Non-Residential,j-1772-2,0.0,4
47.25,San Mateo,Residential,j-1772-2,113.59999999999998,81
47.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
47.25,Contra Costa,Residential,j-1772-2,0.0,1
47.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
47.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
47.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,14
47.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
47.5,San Francisco,Non-Residential,chademo,0.0,0
47.5,San Francisco,Non-Residential,j-1772-2,0.0,0
47.5,Alameda,Residential,j-1772-2,20.0,5
47.5,Alameda,Non-Residential,j-1772-2,0.0,1
47.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,4
47.5,Marin,Non-Residential,j-1772-2,0.0,4
47.5,San Mateo,Residential,j-1772-2,113.59999999999998,83
47.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
47.5,Contra Costa,Residential,j-1772-2,0.0,1
47.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
47.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
47.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
47.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,7
47.75,San Francisco,Non-Residential,chademo,0.0,0
47.75,San Francisco,Non-Residential,j-1772-2,0.0,0
47.75,Alameda,Residential,j-1772-2,20.0,5
47.75,Alameda,Non-Residential,j-1772-2,0.0,1
47.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,4
47.75,Marin,Non-Residential,j-1772-2,0.0,4
47.75,San Mateo,Residential,j-1772-2,80.19999999999997,83
47.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,5
47.75,Contra Costa,Residential,j-1772-2,6.7,2
47.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
48.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
48.0,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
48.0,San Francisco,Residential,j-1772-2,6.700000000000002,8
48.0,San Francisco,Non-Residential,chademo,0.0,0
48.0,San Francisco,Non-Residential,j-1772-2,0.0,0
48.0,Alameda,Residential,j-1772-2,20.0,5
48.0,Alameda,Non-Residential,j-1772-2,0.0,1
48.0,Marin,Residential,j-1772-2,6.700000000000002,5
48.0,Marin,Non-Residential,j-1772-2,0.0,4
48.0,San Mateo,Residential,j-1772-2,66.79999999999997,83
48.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,5
48.0,Contra Costa,Residential,j-1772-2,6.7,2
48.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
48.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
48.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
48.25,San Francisco,Residential,j-1772-2,6.700000000000002,8
48.25,San Francisco,Non-Residential,chademo,0.0,0
48.25,San Francisco,Non-Residential,j-1772-2,0.0,0
48.25,Alameda,Residential,j-1772-2,20.0,5
48.25,Alameda,Non-Residential,j-1772-2,0.0,1
48.25,Marin,Residential,j-1772-2,6.700000000000002,5
48.25,Marin,Non-Residential,j-1772-2,0.0,4
48.25,San Mateo,Residential,j-1772-2,60.099999999999966,85
48.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,5
48.25,Contra Costa,Residential,j-1772-2,6.7,2
48.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
48.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
48.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,15
48.5,San Francisco,Residential,j-1772-2,6.700000000000002,8
48.5,San Francisco,Non-Residential,chademo,0.0,0
48.5,San Francisco,Non-Residential,j-1772-2,0.0,0
48.5,Alameda,Residential,j-1772-2,20.0,5
48.5,Alameda,Non-Residential,j-1772-2,0.0,1
48.5,Marin,Residential,j-1772-2,6.700000000000002,5
48.5,Marin,Non-Residential,j-1772-2,0.0,4
48.5,San Mateo,Residential,j-1772-2,66.79999999999997,88
48.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,6
48.5,Contra Costa,Residential,j-1772-2,6.7,2
48.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
48.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
48.75,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
48.75,San Francisco,Residential,j-1772-2,6.700000000000002,8
48.75,San Francisco,Non-Residential,chademo,0.0,0
48.75,San Francisco,Non-Residential,j-1772-2,0.0,0
48.75,Alameda,Residential,j-1772-2,20.0,5
48.75,Alameda,Non-Residential,j-1772-2,0.0,1
48.75,Marin,Residential,j-1772-2,6.700000000000002,5
48.75,Marin,Non-Residential,j-1772-2,0.0,4
48.75,San Mateo,Residential,j-1772-2,66.89999999999996,90
48.75,San Mateo,Non-Residential,j-1772-2,6.700000000000002,6
48.75,Contra Costa,Residential,j-1772-2,0.0,2
48.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
49.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
49.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
49.0,San Francisco,Residential,j-1772-2,6.700000000000002,8
49.0,San Francisco,Non-Residential,chademo,0.0,0
49.0,San Francisco,Non-Residential,j-1772-2,0.0,0
49.0,Alameda,Residential,j-1772-2,26.7,6
49.0,Alameda,Non-Residential,j-1772-2,0.0,1
49.0,Marin,Residential,j-1772-2,6.700000000000002,5
49.0,Marin,Non-Residential,j-1772-2,0.0,4
49.0,San Mateo,Residential,j-1772-2,73.59999999999997,91
49.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,7
49.0,Contra Costa,Residential,j-1772-2,0.0,2
49.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
49.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
49.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
49.25,San Francisco,Residential,j-1772-2,6.700000000000002,8
49.25,San Francisco,Non-Residential,chademo,0.0,0
49.25,San Francisco,Non-Residential,j-1772-2,0.0,0
49.25,Alameda,Residential,j-1772-2,13.4,6
49.25,Alameda,Non-Residential,j-1772-2,0.0,1
49.25,Marin,Residential,j-1772-2,6.700000000000002,5
49.25,Marin,Non-Residential,j-1772-2,0.0,4
49.25,San Mateo,Residential,j-1772-2,66.89999999999996,92
49.25,San Mateo,Non-Residential,j-1772-2,13.400000000000002,7
49.25,Contra Costa,Residential,j-1772-2,0.0,2
49.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
49.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
49.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
49.5,San Francisco,Residential,j-1772-2,6.700000000000002,8
49.5,San Francisco,Non-Residential,chademo,0.0,0
49.5,San Francisco,Non-Residential,j-1772-2,0.0,0
49.5,Alameda,Residential,j-1772-2,6.7,6
49.5,Alameda,Non-Residential,j-1772-2,0.0,1
49.5,Marin,Residential,j-1772-2,6.700000000000002,5
49.5,Marin,Non-Residential,j-1772-2,0.0,4
49.5,San Mateo,Residential,j-1772-2,60.09999999999996,93
49.5,San Mateo,Non-Residential,j-1772-2,13.400000000000002,8
49.5,Contra Costa,Residential,j-1772-2,0.0,2
49.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
49.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
49.75,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
49.75,San Francisco,Residential,j-1772-2,6.700000000000002,9
49.75,San Francisco,Non-Residential,chademo,0.0,0
49.75,San Francisco,Non-Residential,j-1772-2,0.0,0
49.75,Alameda,Residential,j-1772-2,6.7,6
49.75,Alameda,Non-Residential,j-1772-2,0.0,1
49.75,Marin,Residential,j-1772-2,20.1,7
49.75,Marin,Non-Residential,j-1772-2,0.0,4
49.75,San Mateo,Residential,j-1772-2,33.29999999999994,94
49.75,San Mateo,Non-Residential,j-1772-2,13.400000000000002,8
49.75,Contra Costa,Residential,j-1772-2,0.0,2
49.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
50.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
50.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
50.0,San Francisco,Residential,j-1772-2,6.700000000000002,9
50.0,San Francisco,Non-Residential,chademo,0.0,0
50.0,San Francisco,Non-Residential,j-1772-2,0.0,0
50.0,Alameda,Residential,j-1772-2,6.7,6
50.0,Alameda,Non-Residential,j-1772-2,0.0,1
50.0,Marin,Residential,j-1772-2,13.400000000000002,7
50.0,Marin,Non-Residential,j-1772-2,0.0,4
50.0,San Mateo,Residential,j-1772-2,39.89999999999994,95
50.0,San Mateo,Non-Residential,j-1772-2,13.400000000000002,8
50.0,Contra Costa,Residential,j-1772-2,0.0,2
50.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
50.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
50.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
50.25,San Francisco,Residential,j-1772-2,6.700000000000002,9
50.25,San Francisco,Non-Residential,chademo,0.0,0
50.25,San Francisco,Non-Residential,j-1772-2,0.0,0
50.25,Alameda,Residential,j-1772-2,6.7,6
50.25,Alameda,Non-Residential,j-1772-2,0.0,1
50.25,Marin,Residential,j-1772-2,13.400000000000002,7
50.25,Marin,Non-Residential,j-1772-2,0.0,4
50.25,San Mateo,Residential,j-1772-2,39.89999999999994,96
50.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,8
50.25,Contra Costa,Residential,j-1772-2,0.0,2
50.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
50.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
50.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
50.5,San Francisco,Residential,j-1772-2,6.700000000000002,10
50.5,San Francisco,Non-Residential,chademo,0.0,0
50.5,San Francisco,Non-Residential,j-1772-2,0.0,0
50.5,Alameda,Residential,j-1772-2,6.7,6
50.5,Alameda,Non-Residential,j-1772-2,0.0,1
50.5,Marin,Residential,j-1772-2,13.400000000000002,7
50.5,Marin,Non-Residential,j-1772-2,0.0,4
50.5,San Mateo,Residential,j-1772-2,39.99999999999994,97
50.5,San Mateo,Non-Residential,j-1772-2,6.700000000000002,8
50.5,Contra Costa,Residential,j-1772-2,0.0,2
50.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
50.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
50.75,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
50.75,San Francisco,Residential,j-1772-2,13.400000000000002,11
50.75,San Francisco,Non-Residential,chademo,0.0,0
50.75,San Francisco,Non-Residential,j-1772-2,0.0,0
50.75,Alameda,Residential,j-1772-2,6.7,6
50.75,Alameda,Non-Residential,j-1772-2,0.0,1
50.75,Marin,Residential,j-1772-2,13.400000000000002,7
50.75,Marin,Non-Residential,j-1772-2,0.0,4
50.75,San Mateo,Residential,j-1772-2,40.099999999999945,99
50.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,8
50.75,Contra Costa,Residential,j-1772-2,0.0,2
50.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
51.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
51.0,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
51.0,San Francisco,Residential,j-1772-2,13.400000000000002,11
51.0,San Francisco,Non-Residential,chademo,0.0,0
51.0,San Francisco,Non-Residential,j-1772-2,0.0,0
51.0,Alameda,Residential,j-1772-2,6.7,6
51.0,Alameda,Non-Residential,j-1772-2,0.0,1
51.0,Marin,Residential,j-1772-2,26.8,9
51.0,Marin,Non-Residential,j-1772-2,0.0,4
51.0,San Mateo,Residential,j-1772-2,46.79999999999995,100
51.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,7
51.0,Contra Costa,Residential,j-1772-2,0.0,2
51.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
51.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
51.25,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,15
51.25,San Francisco,Residential,j-1772-2,13.400000000000002,11
51.25,San Francisco,Non-Residential,chademo,0.0,0
51.25,San Francisco,Non-Residential,j-1772-2,0.0,0
51.25,Alameda,Residential,j-1772-2,6.7,6
51.25,Alameda,Non-Residential,j-1772-2,0.0,1
51.25,Marin,Residential,j-1772-2,20.1,9
51.25,Marin,Non-Residential,j-1772-2,0.0,4
51.25,San Mateo,Residential,j-1772-2,46.79999999999995,102
51.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,7
51.25,Contra Costa,Residential,j-1772-2,0.0,2
51.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
51.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
51.5,Santa Clara,Non-Residential,j-1772-2,1.7763568394002505E-15,15
51.5,San Francisco,Residential,j-1772-2,13.400000000000002,11
51.5,San Francisco,Non-Residential,chademo,0.0,0
51.5,San Francisco,Non-Residential,j-1772-2,0.0,0
51.5,Alameda,Residential,j-1772-2,6.7,6
51.5,Alameda,Non-Residential,j-1772-2,0.0,1
51.5,Marin,Residential,j-1772-2,20.1,9
51.5,Marin,Non-Residential,j-1772-2,0.0,4
51.5,San Mateo,Residential,j-1772-2,40.099999999999945,102
51.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,7
51.5,Contra Costa,Residential,j-1772-2,0.0,2
51.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
51.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,10
51.75,Santa Clara,Non-Residential,j-1772-2,1.7763568394002505E-15,15
51.75,San Francisco,Residential,j-1772-2,13.400000000000002,11
51.75,San Francisco,Non-Residential,chademo,0.0,0
51.75,San Francisco,Non-Residential,j-1772-2,0.0,0
51.75,Alameda,Residential,j-1772-2,6.7,6
51.75,Alameda,Non-Residential,j-1772-2,0.0,1
51.75,Marin,Residential,j-1772-2,13.400000000000002,9
51.75,Marin,Non-Residential,j-1772-2,0.0,4
51.75,San Mateo,Residential,j-1772-2,53.49999999999995,105
51.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,7
51.75,Contra Costa,Residential,j-1772-2,0.0,2
51.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
52.0,Santa Clara,Residential,j-1772-2,6.700000000000002,11
52.0,Santa Clara,Non-Residential,j-1772-2,1.7763568394002505E-15,15
52.0,San Francisco,Residential,j-1772-2,13.400000000000002,11
52.0,San Francisco,Non-Residential,chademo,0.0,0
52.0,San Francisco,Non-Residential,j-1772-2,0.0,0
52.0,Alameda,Residential,j-1772-2,6.7,6
52.0,Alameda,Non-Residential,j-1772-2,0.0,1
52.0,Marin,Residential,j-1772-2,13.400000000000002,9
52.0,Marin,Non-Residential,j-1772-2,0.0,4
52.0,San Mateo,Residential,j-1772-2,60.19999999999995,106
52.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,7
52.0,Contra Costa,Residential,j-1772-2,0.0,2
52.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
52.25,Santa Clara,Residential,j-1772-2,6.700000000000002,11
52.25,Santa Clara,Non-Residential,j-1772-2,1.7763568394002505E-15,15
52.25,San Francisco,Residential,j-1772-2,13.400000000000002,11
52.25,San Francisco,Non-Residential,chademo,0.0,0
52.25,San Francisco,Non-Residential,j-1772-2,0.0,0
52.25,Alameda,Residential,j-1772-2,6.7,6
52.25,Alameda,Non-Residential,j-1772-2,0.0,1
52.25,Marin,Residential,j-1772-2,6.700000000000002,9
52.25,Marin,Non-Residential,j-1772-2,0.0,4
52.25,San Mateo,Residential,j-1772-2,53.59999999999995,106
52.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,7
52.25,Contra Costa,Residential,j-1772-2,0.0,2
52.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
52.5,Santa Clara,Residential,j-1772-2,6.700000000000002,11
52.5,Santa Clara,Non-Residential,j-1772-2,6.700000000000002,16
52.5,San Francisco,Residential,j-1772-2,6.700000000000002,11
52.5,San Francisco,Non-Residential,chademo,0.0,0
52.5,San Francisco,Non-Residential,j-1772-2,0.0,0
52.5,Alameda,Residential,j-1772-2,6.7,6
52.5,Alameda,Non-Residential,j-1772-2,0.0,1
52.5,Marin,Residential,j-1772-2,6.700000000000002,9
52.5,Marin,Non-Residential,j-1772-2,0.0,4
52.5,San Mateo,Residential,j-1772-2,53.59999999999995,106
52.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
52.5,Contra Costa,Residential,j-1772-2,0.0,2
52.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
52.75,Santa Clara,Residential,j-1772-2,6.700000000000002,10
52.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,17
52.75,San Francisco,Residential,j-1772-2,6.700000000000002,11
52.75,San Francisco,Non-Residential,chademo,0.0,0
52.75,San Francisco,Non-Residential,j-1772-2,0.0,0
52.75,Alameda,Residential,j-1772-2,6.7,6
52.75,Alameda,Non-Residential,j-1772-2,0.0,1
52.75,Marin,Residential,j-1772-2,6.700000000000002,10
52.75,Marin,Non-Residential,j-1772-2,0.0,4
52.75,San Mateo,Residential,j-1772-2,46.89999999999995,106
52.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
52.75,Contra Costa,Residential,j-1772-2,0.0,2
52.75,Contra Costa,Non-Residential,j-1772-2,0.0,1
53.0,Santa Clara,Residential,j-1772-2,6.700000000000002,10
53.0,Santa Clara,Non-Residential,j-1772-2,20.1,18
53.0,San Francisco,Residential,j-1772-2,6.700000000000002,11
53.0,San Francisco,Non-Residential,chademo,0.0,0
53.0,San Francisco,Non-Residential,j-1772-2,0.0,0
53.0,Alameda,Residential,j-1772-2,6.7,6
53.0,Alameda,Non-Residential,j-1772-2,0.0,1
53.0,Marin,Residential,j-1772-2,6.700000000000002,10
53.0,Marin,Non-Residential,j-1772-2,0.0,4
53.0,San Mateo,Residential,j-1772-2,26.799999999999944,104
53.0,San Mateo,Non-Residential,j-1772-2,6.700000000000002,7
53.0,Contra Costa,Residential,j-1772-2,0.0,2
53.0,Contra Costa,Non-Residential,j-1772-2,0.0,1
53.25,Santa Clara,Residential,j-1772-2,6.700000000000002,10
53.25,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,17
53.25,San Francisco,Residential,j-1772-2,6.700000000000002,10
53.25,San Francisco,Non-Residential,chademo,0.0,0
53.25,San Francisco,Non-Residential,j-1772-2,0.0,0
53.25,Alameda,Residential,j-1772-2,6.7,6
53.25,Alameda,Non-Residential,j-1772-2,0.0,1
53.25,Marin,Residential,j-1772-2,6.700000000000002,10
53.25,Marin,Non-Residential,j-1772-2,0.0,4
53.25,San Mateo,Residential,j-1772-2,20.099999999999945,102
53.25,San Mateo,Non-Residential,j-1772-2,6.700000000000002,7
53.25,Contra Costa,Residential,j-1772-2,0.0,2
53.25,Contra Costa,Non-Residential,j-1772-2,0.0,1
53.5,Santa Clara,Residential,j-1772-2,6.700000000000002,10
53.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,17
53.5,San Francisco,Residential,j-1772-2,6.700000000000002,10
53.5,San Francisco,Non-Residential,chademo,0.0,0
53.5,San Francisco,Non-Residential,j-1772-2,0.0,0
53.5,Alameda,Residential,j-1772-2,0.0,6
53.5,Alameda,Non-Residential,j-1772-2,0.0,1
53.5,Marin,Residential,j-1772-2,6.700000000000002,10
53.5,Marin,Non-Residential,j-1772-2,0.0,4
53.5,San Mateo,Residential,j-1772-2,13.399999999999945,101
53.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,7
53.5,Contra Costa,Residential,j-1772-2,0.0,2
53.5,Contra Costa,Non-Residential,j-1772-2,0.0,1
53.75,Santa Clara,Residential,j-1772-2,13.400000000000002,11
53.75,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,17
53.75,San Francisco,Residential,j-1772-2,6.700000000000002,10
53.75,San Francisco,Non-Residential,chademo,0.0,0
53.75,San Francisco,Non-Residential,j-1772-2,0.0,0
53.75,Alameda,Residential,j-1772-2,0.0,6
53.75,Alameda,Non-Residential,j-1772-2,0.0,1
53.75,Marin,Residential,j-1772-2,6.700000000000002,10
53.75,Marin,Non-Residential,j-1772-2,0.0,4
53.75,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,95
53.75,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
53.75,Contra Costa,Residential,j-1772-2,0.0,2
53.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
54.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,9
54.0,Santa Clara,Non-Residential,j-1772-2,20.1,18
54.0,San Francisco,Residential,j-1772-2,6.700000000000002,10
54.0,San Francisco,Non-Residential,chademo,0.0,0
54.0,San Francisco,Non-Residential,j-1772-2,0.0,0
54.0,Alameda,Residential,j-1772-2,0.0,5
54.0,Alameda,Non-Residential,j-1772-2,0.0,1
54.0,Marin,Residential,j-1772-2,1.7763568394002505E-15,10
54.0,Marin,Non-Residential,j-1772-2,0.0,4
54.0,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,93
54.0,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
54.0,Contra Costa,Residential,j-1772-2,0.0,2
54.0,Contra Costa,Non-Residential,j-1772-2,6.7,2
54.25,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,9
54.25,Santa Clara,Non-Residential,j-1772-2,20.1,18
54.25,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,10
54.25,San Francisco,Non-Residential,chademo,0.0,0
54.25,San Francisco,Non-Residential,j-1772-2,0.0,0
54.25,Alameda,Residential,j-1772-2,0.0,5
54.25,Alameda,Non-Residential,j-1772-2,6.7,2
54.25,Marin,Residential,j-1772-2,1.7763568394002505E-15,9
54.25,Marin,Non-Residential,j-1772-2,0.0,4
54.25,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,87
54.25,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
54.25,Contra Costa,Residential,j-1772-2,0.0,2
54.25,Contra Costa,Non-Residential,j-1772-2,6.7,2
54.5,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,9
54.5,Santa Clara,Non-Residential,j-1772-2,13.400000000000002,17
54.5,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,9
54.5,San Francisco,Non-Residential,chademo,0.0,0
54.5,San Francisco,Non-Residential,j-1772-2,0.0,0
54.5,Alameda,Residential,j-1772-2,0.0,5
54.5,Alameda,Non-Residential,j-1772-2,6.7,2
54.5,Marin,Residential,j-1772-2,1.7763568394002505E-15,8
54.5,Marin,Non-Residential,j-1772-2,0.0,4
54.5,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,83
54.5,San Mateo,Non-Residential,j-1772-2,1.7763568394002505E-15,6
54.5,Contra Costa,Residential,j-1772-2,0.0,2
54.5,Contra Costa,Non-Residential,j-1772-2,6.7,2
54.75,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,9
54.75,Santa Clara,Non-Residential,j-1772-2,20.1,18
54.75,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,9
54.75,San Francisco,Non-Residential,chademo,0.0,0
54.75,San Francisco,Non-Residential,j-1772-2,0.0,0
54.75,Alameda,Residential,j-1772-2,0.0,5
54.75,Alameda,Non-Residential,j-1772-2,6.7,2
54.75,Marin,Residential,j-1772-2,1.7763568394002505E-15,7
54.75,Marin,Non-Residential,j-1772-2,0.0,4
54.75,San Mateo,Residential,j-1772-2,-5.5067062021407764E-14,83
54.75,San Mateo,Non-Residential,j-1772-2,13.400000000000002,7
54.75,Contra Costa,Residential,j-1772-2,0.0,2
54.75,Contra Costa,Non-Residential,j-1772-2,6.7,2
55.0,Santa Clara,Residential,j-1772-2,1.7763568394002505E-15,8
55.0,Santa Clara,Non-Residential,j-1772-2,26.8,17
55.0,San Francisco,Residential,j-1772-2,1.7763568394002505E-15,9
55.0,San Francisco,Non-Residential,chademo,0.0,0
55.0,San Francisco,Non-Residential,j-1772-2,0.0,0
55.0,Alameda,Residential,j-1772-2,0.0,5
